sentence,likelihood
"Um, Mama?",-15.6083984375
I can't speak.,-15.6083984375
"Well, it's not fair.",-15.6083984375
I can't believe he just said that.,-15.6083984375
You've been working so hard.,-15.6083984375
Is that all you're going to wear?,-15.60858154296875
Do you want to hang out after school?,-15.608642578125
Isn't it so beautiful?,-15.60870361328125
"Babe, I love you so much.",-15.60888671875
"Sean, what are you doing?",-15.60888671875
Are you absolutely sure?,-15.60888671875
Say it ain't so!,-15.609222412109375
"Mommy, I don't want to die.",-15.6092529296875
Juju!,-15.609375
"Hey, I'm starving.",-15.609375
You think I'm stupid?,-15.609375
"Yeah, we're friends.",-15.609375
"Excuse me, do I know you?",-15.609375
Trip?,-15.609375
"Mmm, not bad.",-15.609375
A while?,-15.609375
Can I please go?,-15.609375
Can I come in here?,-15.609375
Is he sick?,-15.609375
It was hot.,-15.609375
Lillian!,-15.609375
You wanna get a drink?,-15.609375
Owner!,-15.609375
Time travel?,-15.609375
Come here and hug me.,-15.609375
Can I eat it now?,-15.609375
"Yeah, I understand that.",-15.609375
"So, what's on your mind?",-15.609375
Soccer?,-15.609375
I like horses.,-15.609375
You're taking too long!,-15.609375
"Girls, listen.",-15.609375
Constantly.,-15.609375
Park?,-15.609375
Thank me?,-15.609375
"People, people!",-15.609375
"Hey, little bro.",-15.609375
I go.,-15.609375
Where do you call home?,-15.609375
Raaah!,-15.609375
I got a headache.,-15.609375
Who's it for?,-15.609375
I'll do what I want.,-15.609375
I am happy.,-15.609375
But do you love me?,-15.609375
I wanna help.,-15.609375
I was so tired.,-15.609375
A miracle?,-15.609375
You went?,-15.609375
Please what?,-15.609375
It's that time.,-15.609375
What's the fun in that?,-15.609375
You want to talk to me?,-15.609375
Where's the hair?,-15.609375
You're only 18.,-15.609375
Whoopee!,-15.609375
I do not think so.,-15.609375
You need a man.,-15.609375
We should do that.,-15.609375
Are they here?,-15.609375
But you're so cute!,-15.609375
You want to know what?,-15.609375
"Thanks, I appreciate that.",-15.609375
Where's my ball?,-15.609375
I am alone.,-15.609375
Sorry to interrupt.,-15.609375
"Good news, everyone!",-15.609375
It's my favorite color!,-15.609375
How could I have known?,-15.609375
Javier!,-15.609375
When did you get so smart?,-15.609375
Why would he do this?,-15.609375
Whey?,-15.609375
Blast!,-15.609375
"Thanks, I love it!",-15.609375
Stay classy.,-15.609375
I have one question.,-15.609375
"Easy, girl.",-15.609375
I just quit.,-15.609375
You remember?,-15.609375
Motherfu.,-15.609375
Rip.,-15.609375
For science!,-15.609375
"Yea, yeah.",-15.609375
I was raised Catholic.,-15.609375
I promised.,-15.609375
I killed you!,-15.609375
See kids?,-15.609375
Khan!,-15.609375
"Oh, is this for me?",-15.609375
Instagram!,-15.609375
Vikki!,-15.609375
Good choice.,-15.609375
Raphael!,-15.609375
What are you guys still doing here?,-15.609375
"Oh, ok then.",-15.609375
Writers!,-15.609375
You like books?,-15.609375
SOS!,-15.609375
It's taking forever!,-15.609375
It'll be easy.,-15.609375
I've thought about this.,-15.609375
Will you kill me?,-15.609375
Nngh!,-15.609375
What should I wear tomorrow?,-15.609375
I know what happened.,-15.609375
Where's the tea?,-15.609375
You have asthma?,-15.609375
I hate Halloween.,-15.609375
"Oh no, what?",-15.609375
Lawdy!,-15.609375
But you did!,-15.609375
What you are doing?,-15.609375
I'll kill myself!,-15.609375
I want some food.,-15.609375
Where's our food?,-15.609375
Woman up!,-15.609375
Shu!,-15.609375
Do I look like I care?,-15.609375
I did my research.,-15.609375
Someone died?,-15.609375
What could you do?,-15.609375
Who on earth are you?,-15.609375
Listen to that.,-15.609375
Itchy.,-15.609375
Were you okay?,-15.609375
What if it's not?,-15.609375
Wowww!,-15.609375
"Oh, I love dogs.",-15.609375
A shower?,-15.609375
Let me try it.,-15.609375
Short hair?,-15.609375
Take him away!,-15.609375
Anywhere.,-15.609375
I'm doing my job.,-15.609375
I'm in the city.,-15.609375
"Hey, this is pretty good.",-15.609375
Horny?,-15.609375
"Yeah, girlfriend.",-15.609375
When does it start?,-15.609375
You know what's so annoying?,-15.609375
Pshhhh.,-15.609375
Let me drive.,-15.609375
I am sad.,-15.609375
The future?,-15.609375
"Go on, go on.",-15.609375
Can I lick you?,-15.609375
I'm only sixteen.,-15.609375
I love coffee.,-15.609375
How could.,-15.609375
Tech?,-15.609375
Randall!,-15.609375
"Wow, is that you?",-15.609375
We'll be there.,-15.609375
I'm up for it.,-15.609375
"Goodbye, everyone.",-15.609375
I got a letter.,-15.609375
Where do you want to do it?,-15.609375
I'm a widow.,-15.609375
Where's my job?,-15.609375
I'm done with that.,-15.609375
I was raised by wolves.,-15.609375
You really think that?,-15.609375
I gotta go to class.,-15.609375
My dog just died.,-15.609375
Piano?,-15.609375
Blue hair?,-15.609375
You're so shy!,-15.609375
It's cold out here!,-15.609375
Transformers?,-15.609375
"Whoa, that's pretty cool.",-15.609375
What the heck is happening?,-15.609375
Thank you for doing this.,-15.609375
Take me to dinner.,-15.609375
Where's my glasses?,-15.609375
Woooooh!,-15.609375
I love singing.,-15.609375
Nice jacket.,-15.609375
u mad bro?,-15.609375
Can I watch TV?,-15.609375
Up there!,-15.609375
What is it about you?,-15.609375
Doctors!,-15.609375
Toph!,-15.609375
What will you eat?,-15.609375
What do you want me to give you?,-15.609466552734375
What do you want me to do now?,-15.609466552734375
You know what this looks like?,-15.6094970703125
Don't you want to live?,-15.6097412109375
"Oh yeah, Ms.",-15.60986328125
Can you loan me some money?,-15.60986328125
He doesn't care about me.,-15.60986328125
I got fired from my job.,-15.6103515625
Did you just poop?,-15.6103515625
Did you drive?,-15.6103515625
Mary Poppins!,-15.6103515625
Did you tell them?,-15.6103515625
Did you see that video?,-15.6103515625
Did you forget our anniversary?,-15.6103515625
"Okay, that's funny.",-15.6103515625
Did you pay?,-15.6103515625
Macaroni and cheese?,-15.610595703125
Why am I with you?,-15.61083984375
Are you strong?,-15.61083984375
Why on earth are you doing this?,-15.61083984375
"What are you doing, Bill?",-15.61083984375
Are you guys in a band?,-15.61083984375
Are you coming home tonight?,-15.61083984375
Why aren't you up yet?,-15.610870361328125
Is now a good time?,-15.610992431640625
Am I allowed to do that?,-15.611083984375
This isn't possible.,-15.61114501953125
I'm tired right now.,-15.61114501953125
This isn't food.,-15.61114501953125
This isn't a big deal.,-15.61114501953125
"Hello, what can I do for you?",-15.6112060546875
What nationality are you?,-15.611328125
Where did you get that thing?,-15.611328125
Who doesn't know that?,-15.611328125
"Mom, it's not that easy.",-15.611328125
I don't think you want to do that.,-15.611328125
"Calm down, Mr.",-15.611328125
"All right, boy.",-15.611328125
Who's he talking to?,-15.611328125
"Yeah, it's fun.",-15.611328125
"Okay, what's going on here?",-15.611328125
"Higher, higher!",-15.611328125
I need to think about it.,-15.611328125
"God, I'm sorry.",-15.611328125
Who even is this guy?,-15.611328125
Where did you get him?,-15.611328125
"What about me, what about me?",-15.611328125
How do you handle it?,-15.611328125
What do ya wanna do?,-15.611328125
I know exactly what I want.,-15.611328125
"Oh, it's so exciting!",-15.611328125
Can I follow you home?,-15.611328125
"Hey, that's a great idea!",-15.611328125
"Yeah, that's easy.",-15.611328125
"All right, what's up?",-15.611328125
That doesn't sound right.,-15.61138916015625
So which one are you?,-15.611572265625
Don't you have something to do?,-15.6116943359375
Of course they did.,-15.61181640625
It's seven o'clock.,-15.61181640625
I'm going to kiss you.,-15.61181640625
What are you blogging about?,-15.61181640625
"Girls, let's go!",-15.61181640625
"Yeah, I don't really know.",-15.612060546875
It doesn't exist.,-15.6123046875
"Look, let's be honest.",-15.6123046875
Brilliant idea!,-15.6123046875
What do you mean it's not real?,-15.6123046875
I'm not going to drink.,-15.6123046875
Aren't you going to hug me?,-15.6124267578125
"OMG, I'm so sorry.",-15.61279296875
"OMG, you're so lucky!",-15.61279296875
"It's good, it's good.",-15.613037109375
Just what do you think you're doing?,-15.613037109375
This is too difficult.,-15.61328125
"Dude, I'm fine.",-15.61328125
I don't know them.,-15.61328125
"Hello, man.",-15.61328125
"Mom, I am fine.",-15.61328125
Can I trust him?,-15.61328125
He's ugly.,-15.61328125
"OK, this is cool.",-15.61328125
"Listen, lady.",-15.61328125
He's just a guy.,-15.61328125
How much longer do we have?,-15.61328125
What would you want to do?,-15.61328125
"It's okay, I get it.",-15.61328125
Where's Jordan?,-15.61328125
"Mom, you're boring.",-15.61328125
You wanna try it?,-15.61328125
Puberty.,-15.61328125
"OK, I know.",-15.61328125
"No, I promise.",-15.61328125
Do you want some soup?,-15.61328125
Where are my legs?,-15.61328125
I want to be a mommy.,-15.61328125
What is with you today?,-15.61328125
What stinks?,-15.61328125
What color should I get?,-15.61328125
"Whoa, what's wrong with you?",-15.61328125
"No, I can.",-15.61328125
This is your future.,-15.61328125
The thing is.,-15.61328125
I don't need clothes.,-15.61328125
Is this on camera?,-15.61328125
Who is this freak?,-15.61328125
Cut my hair!,-15.61328125
I missed you guys!,-15.61328125
Why are you guys still here?,-15.61328125
I want to be beautiful.,-15.61328125
Look at that face!,-15.61328125
What the hell did I just see?,-15.61328125
"I don't know, Max.",-15.61328125
That's really.,-15.61328125
"Look, guy.",-15.61328125
"Where are you going, man?",-15.61328125
This is my town.,-15.61328125
Where's the gun?,-15.61328125
Should I be doing this?,-15.61328125
You hear that noise?,-15.61328125
I don't know what to get her.,-15.61328125
How old is she now?,-15.61328125
Do you want to swim?,-15.61328125
I don't know where she is.,-15.61328125
Here's this book.,-15.61328125
Can you read to me?,-15.61328125
He's so mean!,-15.61328125
"No, cool.",-15.61328125
"No, you fool!",-15.61328125
This is what we have.,-15.61328125
Pause the movie.,-15.61328125
Why are you arguing?,-15.61328125
Do you want to do anything?,-15.61328125
I don't need a purse.,-15.61328125
What's there to say?,-15.61328125
Why are you giving me that?,-15.61328125
She looks like me!,-15.61328125
Will you do my makeup?,-15.61328125
Why do you want to see it?,-15.61328125
"Good evening, everyone.",-15.61328125
What's wrong with this shirt?,-15.61328125
Where's my lipstick?,-15.61328125
What's in your pocket?,-15.61328125
"What, are you mad?",-15.61328125
"Hi, I'm Casey.",-15.61328125
"Hi, I'm Stephanie.",-15.61328125
Do I really need to do this?,-15.61328125
"Good morning, baby.",-15.61328125
Why are you carrying me?,-15.61328125
"Look, I'm white.",-15.61328125
Is that a spider?,-15.61328125
Don't say my name!,-15.6136474609375
"Okay, what else you got?",-15.6142578125
What do you want to sing?,-15.6142578125
You're not going to make it.,-15.6142578125
What do you eat for breakfast?,-15.6142578125
I'm here right now.,-15.6142578125
You're not going to the party?,-15.6142578125
What do you mean you have to go?,-15.6142578125
"Duh, Mrs.",-15.6142578125
You need to listen to this.,-15.6142578125
I could do this all day.,-15.6142578125
"Well, what did he do?",-15.6142578125
I'm not into you like that.,-15.6142578125
"Henry, what are you doing?",-15.614501953125
"Oh, come on, baby.",-15.614501953125
"No thank you, Mr.",-15.614501953125
I'll give you a quarter.,-15.61474609375
"What are you doing, Alex?",-15.61474609375
I challenge you.,-15.61474609375
Are you in this class?,-15.61474609375
Are you ready to order?,-15.61474609375
I'll give you anything.,-15.61474609375
Am I not good enough?,-15.61474609375
Who the **** are you?,-15.615234375
What did you forget?,-15.615234375
"Oh my gosh, he's so cute!",-15.615234375
Why'd you call?,-15.615234375
"Mom, did you hear that?",-15.615234375
"Dad, I know.",-15.615234375
"OK, what do you think?",-15.615234375
Where have I heard that name before?,-15.615234375
"Oh my gosh, man.",-15.615234375
I was 15.,-15.615234375
"Uh, yeah, okay.",-15.615234375
"No, this is stupid.",-15.615234375
How drunk are you?,-15.615234375
"Dude, I don't get it.",-15.615234375
How long have you been working out?,-15.615234375
I'm not a hypocrite.,-15.6153564453125
"Chloe, what are you doing?",-15.615478515625
Don't cross me.,-15.6156005859375
"You're serious, aren't you?",-15.615615844726562
Are you going to tell her?,-15.61572265625
I'm going to beat you!,-15.61572265625
So sue me.,-15.615966796875
"No, I don't want to go there.",-15.6160888671875
Money isn't everything.,-15.61614990234375
"Babe, I'm so sorry.",-15.6162109375
What are you sayin'?,-15.6162109375
When are you gonna grow up?,-15.6162109375
EPIC FAIL!,-15.6162109375
"No, that's right.",-15.6162109375
I don't think I want to do this.,-15.6162109375
I'm not going to hurt you.,-15.6162109375
"Mommy, I can do it!",-15.6162109375
What is your last name?,-15.6162109375
I'll see you at school tomorrow.,-15.6162109375
Wanna go get ice cream?,-15.6162109375
Guess who this is?,-15.6162109375
"Well, what are you supposed to do?",-15.616485595703125
I can't think right now.,-15.6165771484375
"Relax, girl.",-15.61669921875
Where's Ms.,-15.61669921875
"Hey, are you doing anything tonight?",-15.61669921875
What should I talk about?,-15.61669921875
Why would I do something like that?,-15.61669921875
I'm invisible.,-15.6171875
Rainbow!,-15.6171875
I'm never gonna have kids.,-15.6171875
You play basketball?,-15.6171875
I'm still single.,-15.6171875
"Mom, I want to die.",-15.6171875
You're uh.,-15.6171875
I pray for you every day.,-15.6171875
This is St.,-15.6171875
You're giving up?,-15.6171875
"Yo, look at me!",-15.6171875
Ask what?,-15.6171875
Weddings?,-15.6171875
Ciao bella!,-15.6171875
Who would that be?,-15.6171875
I'm stuck here.,-15.6171875
"Oh, good God.",-15.6171875
I'm in California.,-15.6171875
I'm not finished.,-15.6171875
I love St.,-15.6171875
What are they on?,-15.6171875
I'm really hurt.,-15.6171875
I'm so glad I found you.,-15.6171875
It will never work.,-15.6171875
I'm pregnant with twins!,-15.6171875
It's Tuesday night.,-15.6171875
"Hey, good news!",-15.6171875
"Hey, you're a girl.",-15.6171875
You can't have me.,-15.6171875
I've been around.,-15.6171875
It's not appropriate.,-15.6171875
"Hey, Troy.",-15.6171875
"Oh, you're not from here?",-15.6171875
These things happen.,-15.6171875
Where do I come from?,-15.6171875
I love this restaurant.,-15.6171875
I'm not excited.,-15.6171875
"Come on, Jesse.",-15.6171875
I'm not drinking anything.,-15.6171875
Name it.,-15.6171875
Let's go on a hike!,-15.6171875
"Oh, my love!",-15.6171875
"Hey, what you got?",-15.6171875
Why does everyone hate you?,-15.6171875
I'm a good driver.,-15.6171875
Do you want lunch?,-15.6171875
xxxxx.,-15.6171875
You are so rude.,-15.6171875
I had it all.,-15.6171875
Goldie!,-15.6171875
Anything you need.,-15.6171875
I'm trying to talk to you.,-15.6171875
I need my mom.,-15.6171875
Squeeze me!,-15.6171875
Is that a real gun?,-15.6171875
I'm Diana.,-15.6171875
Dessert?,-15.6171875
Doing good.,-15.6171875
You won't.,-15.6171875
We'll see you later.,-15.6171875
Read what?,-15.6171875
Noooope!,-15.6171875
I'm tired today.,-15.6171875
Is it today?,-15.6171875
But you're so nice!,-15.6171875
Is that funny?,-15.6171875
"Where are you going, girl?",-15.6171875
Daaaaaa!,-15.6171875
I would do it.,-15.6171875
Sit on my face.,-15.6171875
You're here for what?,-15.6171875
What about love?,-15.6171875
We're losing.,-15.6171875
Thank goodness you're here.,-15.6171875
I feel so embarrassed.,-15.6171875
You know what I learned today?,-15.6171875
"Hey, Buffy.",-15.6171875
I have a 2.,-15.6171875
Why do you think so?,-15.6171875
You're strange.,-15.6171875
"See, baby?",-15.6171875
"Yeah, you bet.",-15.6171875
We're black.,-15.6171875
"Yeah, like that.",-15.6171875
You have 30 seconds.,-15.6171875
It's fabulous!,-15.6171875
"Oh, must I?",-15.6171875
That really sucks.,-15.6171875
I've never had that.,-15.6171875
You look so much better.,-15.6171875
"Oh, can I have this?",-15.6171875
"Hey, I miss you.",-15.6171875
"Oh, you're here already?",-15.6171875
"Oh, who was that?",-15.6171875
You're little.,-15.6171875
"Hey, be cool.",-15.6171875
"Oh, is this it?",-15.6171875
Who's Eric?,-15.6171875
"Yeah, yo.",-15.6171875
What's a Facebook?,-15.6171875
My life is complete.,-15.6171875
You know what you guys?,-15.6171875
"Hello, is anyone there?",-15.6171875
It's cheap.,-15.6171875
Do you like Harry Potter?,-15.6171875
I like school.,-15.6171875
You're 28.,-15.6171875
Welllll.,-15.6171875
"Oh, I know all about you.",-15.6171875
I'm just so.,-15.6171875
You're big.,-15.6171875
Can I go to the park?,-15.6171875
"Hi, brother.",-15.6171875
"Yeah, they're great.",-15.6171875
"What the fuck, bitch?",-15.6171875
You should know better.,-15.6171875
I'm a gamer.,-15.6171875
Can I have a baby?,-15.6171875
I'm from Iowa.,-15.6171875
Life is tough.,-15.6171875
Grrrrr!,-15.6171875
It's only $5.,-15.6171875
I know that look.,-15.6171875
"Eh, no big deal.",-15.6171875
"Oh, a baby!",-15.6171875
It's my show.,-15.6171875
"Oh, alright then.",-15.6171875
You look really nice today.,-15.6171875
I'm not prepared.,-15.6171875
That dress is ugly.,-15.6171875
You're wearing a dress.,-15.6171875
I'm getting bored.,-15.6171875
Uhhhhhhhhh.,-15.6171875
Dayam!,-15.6171875
Ashamed?,-15.6171875
Is that alright?,-15.6171875
What's wrong with that picture?,-15.6171875
"Fuck you, asshole.",-15.6171875
I'm in D.,-15.6171875
I wanna get a tattoo.,-15.6171875
I'm a bad mother.,-15.6171875
"Na, I'm good.",-15.6171875
How do you know he likes you?,-15.6171875
You're so creepy.,-15.6171875
That guy's cute.,-15.6171875
Atheists?,-15.6171875
You're just a girl.,-15.6171875
Turn off the TV.,-15.6171875
I'm not gonna get married.,-15.6171875
I'm your leader.,-15.6171875
We've gotta go.,-15.6171875
I'm Becky.,-15.6171875
"Yeah, Steve.",-15.6171875
Calm your tits.,-15.6171875
I'm fabulous.,-15.6171875
Say whaaaaat?,-15.6171875
"Oh, Ken.",-15.6171875
What do you want for Christmas this year?,-15.617431640625
I died and went to heaven.,-15.6175537109375
What're you going to wear?,-15.61767578125
A rose is a rose is a rose.,-15.617767333984375
What kind of flowers?,-15.61785888671875
"Well, that's not right.",-15.6181640625
Did you drop something?,-15.6181640625
"Fine, be like that.",-15.6181640625
Did you hear about me?,-15.6181640625
How could you hurt me like this?,-15.6181640625
You don't know what you're getting into.,-15.618408203125
Does this bag make me look fat?,-15.61846923828125
"No, it ain't.",-15.618621826171875
Are you quiet?,-15.61865234375
Are you sure you're not a boy?,-15.61865234375
Are you a bad girl?,-15.61865234375
Are you on Twitter?,-15.61865234375
Can I have a napkin?,-15.61865234375
"Look, sweetie.",-15.618896484375
Do you want me to drive you home?,-15.618896484375
I didn't have sex.,-15.61907958984375
"Dad, you're an idiot.",-15.619140625
"Mom, look what I found!",-15.619140625
"Oh, are you coming?",-15.619140625
I want to cut my hair.,-15.619140625
Where do you get this stuff from?,-15.619140625
Can you brush my teeth?,-15.619140625
I have no idea what you're saying.,-15.619140625
Who's talking to you?,-15.619140625
Sofia!,-15.619140625
You've got to do something.,-15.619140625
"Uhm, excuse me?",-15.619140625
Welcome to the jungle.,-15.619140625
"With God, all things are possible.",-15.61920166015625
Who am I going to talk to?,-15.619232177734375
That makes a lot of sense.,-15.619384765625
Gawrsh!,-15.6195068359375
Don't you dare tell anyone.,-15.6195068359375
Don't you know it?,-15.6195068359375
Don't you move.,-15.6195068359375
Don't read that book.,-15.6195068359375
You mean Mr.,-15.61962890625
"Hey, can I get your autograph?",-15.6197509765625
My karma ran over my dogma.,-15.619818687438965
Why do you hate him so much?,-15.619873046875
You see him over there?,-15.619873046875
Aren't you getting married?,-15.6199951171875
Here's a $20 bill.,-15.6201171875
I am not going to do this.,-15.6201171875
That's a lot of stuff.,-15.6201171875
Where have all the good men gone?,-15.6201171875
I'm bigger than you.,-15.6201171875
"Man, no.",-15.6201171875
"Sue, what are you doing?",-15.6201171875
I can't take any more of this.,-15.6201171875
Why are you thanking me?,-15.6201171875
Can you drive me to the grocery store?,-15.62060546875
"Hey, do you like this?",-15.62060546875
Would you like ice cream?,-15.62060546875
Let's take a road trip!,-15.62060546875
"OMG, I love it!",-15.62060546875
Are you sure this is the one?,-15.62060546875
What college did you go to?,-15.62066650390625
Are you on Prozac?,-15.620849609375
"Oh, I love Mr.",-15.620849609375
Can you open this for me?,-15.621002197265625
I wish you wouldn't do that.,-15.62103271484375
It's worth a shot.,-15.62109375
I'm having a good time.,-15.62109375
Can you open this?,-15.62109375
Why would you do this to yourself?,-15.62109375
"No, Lisa.",-15.62109375
He's right there.,-15.62109375
Why are they saying that?,-15.62109375
"No, I'm kidding.",-15.62109375
Let's sleep together.,-15.62109375
"Hey Joe, what's up?",-15.62109375
Do you want a hot dog?,-15.62109375
"Hey, what can I do?",-15.62109375
Aaaahhhhh!,-15.62109375
Why are you always taking pictures of me?,-15.62109375
Who is God?,-15.62109375
Be nice to him.,-15.62109375
Will you come with us?,-15.62109375
I want to do this thing.,-15.62109375
Take off your jacket.,-15.62109375
How does this look?,-15.62109375
You want to go for a walk?,-15.62109375
I want to take a bath.,-15.62109375
That's your name?,-15.62109375
That's not acceptable.,-15.62109375
"Here, look at this.",-15.62109375
But it's cold!,-15.62109375
What's Facebook?,-15.62109375
Where's your knife?,-15.62109375
"What's up, Jesus?",-15.62109375
"Oh my God, I'm such a loser.",-15.62109375
Do you want to try?,-15.62109375
No one believes me.,-15.62109375
"Hi, I'm Christina.",-15.62109375
Do you get me?,-15.62109375
I want to be rich.,-15.62109375
"Hello, son.",-15.62109375
"Oh my goodness, what is that?",-15.62109375
"No, take it.",-15.62109375
"Wow, hey!",-15.62109375
"Mom, enough!",-15.62109375
I'm not like those other girls.,-15.62109375
We do this all the time.,-15.62109375
I hate everything about you.,-15.62109375
How many of these are there?,-15.62109375
I want to take a nap.,-15.62109375
We've met before.,-15.62109375
It's gonna be fun.,-15.62109375
Let's get this done.,-15.62109375
Can you put on some pants?,-15.62109375
This is special.,-15.62109375
That's pathetic.,-15.62109375
You think you've got it bad?,-15.62109375
"Daddy, I'm sorry.",-15.62109375
"Oh my God, what have I done?",-15.62109375
You want a banana?,-15.62109375
That's a beautiful dress.,-15.62109375
I'll be there in two minutes.,-15.62109375
You gonna be okay?,-15.62109375
I don't have time for school.,-15.62109375
Want some coffee?,-15.62109375
He's so old!,-15.62109375
Is that everyone?,-15.62109375
What brand is that?,-15.62109375
Can you turn it up?,-15.62109375
"Look, I'm a girl.",-15.62109375
"Really, Ashley?",-15.62109375
"Mom, again?",-15.62109375
How much time do you need?,-15.62109375
What happened to my sister?,-15.62109375
Let's sing!,-15.62109375
Do you wanna be friends?,-15.62109375
Why are you judging me?,-15.62109375
Do you have any allergies?,-15.62109375
That's really neat.,-15.62109375
Who the hell is this bitch?,-15.62109375
Let's go to.,-15.62109375
Alleluia!,-15.621337890625
"Ken, what are you doing?",-15.621337890625
"Okay, let's get this over with.",-15.621337890625
Remember Mr.,-15.621337890625
You'll miss me when I'm gone.,-15.621337890625
Where have you been all week?,-15.62158203125
"Dude, are you OK?",-15.62158203125
What kind of animal is this?,-15.62176513671875
"Hey, haven't seen you in a while.",-15.62188720703125
So what's this all about?,-15.6219482421875
Why don't you just tell him how you feel?,-15.621978759765625
"Okay, cool, whatever.",-15.6220703125
I have a present for you.,-15.6220703125
"Well, I'll be.",-15.6220703125
Did you study for the test?,-15.6220703125
Where'd you go to school?,-15.6220703125
"Well, what time is it?",-15.6220703125
"Well, who?",-15.6220703125
"It's nothing, it's nothing.",-15.6220703125
"Okay, keep going.",-15.6220703125
Does this dress make my ass look big?,-15.62213134765625
Why are you giggling?,-15.622314453125
"No, dammit.",-15.6224365234375
Are you mad or something?,-15.62255859375
This is a dream come true.,-15.622802734375
Wouldn't that be fun?,-15.62298583984375
"Oh my gosh, why?",-15.623046875
You've got to be lying.,-15.623046875
There's no way in hell.,-15.623046875
"Oh my gosh, stop.",-15.623046875
For goodness sake!,-15.623046875
What did you want to eat?,-15.623046875
I don't want to wear it.,-15.623046875
There's only one.,-15.623046875
What did you do with this?,-15.623046875
"Yeah, I know all about that.",-15.623046875
Do you want to do something tonight?,-15.623046875
I don't want to share.,-15.623046875
You've got to be serious.,-15.623046875
What are we here for?,-15.623046875
"Hey girl, what up?",-15.623046875
What did you think about that?,-15.623046875
You know what guys are like.,-15.623046875
"No, no, not really.",-15.623046875
"No, no, I'm okay.",-15.623046875
"Yes, yes, yes, yes!",-15.623046875
"Oh my God, how did you do that?",-15.623046875
"Oh my God, this is so good.",-15.623046875
Do you believe in vampires?,-15.623046875
Don't you tell me what to do!,-15.6234130859375
"Morning, Mr.",-15.62353515625
"No, no, no, don't do that.",-15.62384033203125
I had a bad dream last night.,-15.623931884765625
"No, it's not good.",-15.6240234375
Do you know what you want to do?,-15.6240234375
"Oh, I didn't mean that.",-15.6240234375
"Um, listen.",-15.6240234375
Whaddya doin'?,-15.6240234375
Nothing ever happens to me.,-15.6240234375
I can't eat anything.,-15.6240234375
"Mommy, I need to go to the bathroom.",-15.6240234375
You're my BFF!,-15.6240234375
Will you go on a date with me?,-15.6240234375
I can't do both.,-15.6240234375
What you see is what you get.,-15.6240234375
I can't take him.,-15.6240234375
"No, that's bad.",-15.6240234375
I can't read it.,-15.6240234375
Isn't he sweet?,-15.62432861328125
Don't you listen to anything I say?,-15.6243896484375
Thank you so much for everything.,-15.62451171875
It's three o'clock in the morning.,-15.624755859375
But I don't want it.,-15.62493896484375
Mac!,-15.625
How much do I weigh?,-15.625
Is this all?,-15.625
Look at these shoes.,-15.625
Can I watch it?,-15.625
It's all gone.,-15.625
Stop looking!,-15.625
Stop running.,-15.625
I love the dress!,-15.625
You make me sick.,-15.625
You blind?,-15.625
I love history.,-15.625
That'll do.,-15.625
Yahoooo!,-15.625
Latte?,-15.625
I look horrible.,-15.625
I like the red one.,-15.625
Aly!,-15.625
He said yes!,-15.625
69?,-15.625
Leap!,-15.625
Oranges?,-15.625
Look at my teeth!,-15.625
I'mma kill you!,-15.625
You can talk to me.,-15.625
A 3.,-15.625
Gaaaaaah!,-15.625
What's going?,-15.625
One week?,-15.625
Greece?,-15.625
I was born like this.,-15.625
"Oh, look at them.",-15.625
I need a lawyer.,-15.625
You're only 16.,-15.625
Go eat.,-15.625
Go ahead and go.,-15.625
You'll love this.,-15.625
Ohhhhhhhhh.,-15.625
"Oh, okay, that's fine.",-15.625
"I don't know, it's just.",-15.625
"You know, it's all right.",-15.625
Move over there.,-15.625
That sucked.,-15.625
Pull up.,-15.625
I just realized.,-15.625
"Come on, Dylan.",-15.625
What plane?,-15.625
Cute dog!,-15.625
I was late.,-15.625
I scream.,-15.625
Daaaaaaaaaad!,-15.625
He sucks.,-15.625
Blue eyes?,-15.625
"Oh, I love you guys.",-15.625
"Yeah, I think I do.",-15.625
Can we talk in private?,-15.625
"Oh, holy shit!",-15.625
I'm by myself.,-15.625
"Mom, this is awful.",-15.625
This stuff?,-15.625
Trace!,-15.625
Why did you call me that?,-15.625
I miss my friend.,-15.625
Watch yourself.,-15.625
Do you understand this?,-15.625
Your phone?,-15.625
I need to move.,-15.625
Just stay home.,-15.625
I play basketball.,-15.625
"Baby, baby!",-15.625
Vegetarian?,-15.625
Ree!,-15.625
Yaaaa!,-15.625
I hate that dress.,-15.625
What's the matter now?,-15.625
Where is my cat?,-15.625
Why did you get up?,-15.625
Yess!,-15.625
"Come here, sweetheart.",-15.625
I got a car!,-15.625
I look so good!,-15.625
"Language, please.",-15.625
I love cake!,-15.625
You're an athlete.,-15.625
What's your favorite thing to do?,-15.625
Bees?,-15.625
Stop being so negative!,-15.625
I have it all.,-15.625
Who goes here?,-15.625
Stop stressing.,-15.625
I'm very shy.,-15.625
BBB!,-15.625
I look so fat.,-15.625
Sienna!,-15.625
"Mmm, delicious!",-15.625
She loves me.,-15.625
"By the way, Mr.",-15.625
It's locked.,-15.625
"Girls, come on.",-15.625
What is up with you today?,-15.625
Can I have $5?,-15.625
Evening.,-15.625
I know you like him.,-15.625
"Oh my God, come here!",-15.625
I'm free now.,-15.625
I just need a moment.,-15.625
You miss me?,-15.625
"What happened, man?",-15.625
"It's fine, Dad.",-15.625
Serious question.,-15.625
I'm gonna go change.,-15.625
I miss my friends.,-15.625
Bears!,-15.625
